location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T01:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,26.86294
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T02:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,53.07229
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T03:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,59.1001
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T04:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,38.15029
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T05:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,25.47102
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T06:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,22.14657
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T07:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,22.23054
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T08:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,21.65007
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T09:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,25.52553
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T10:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,34.15007
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T11:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,21.12624
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T12:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,13.65296
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T13:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,9.391856
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T14:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,8.746862
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T15:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,7.732944
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T16:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,7.810717
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T18:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,7.908063
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T20:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,5.815012
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T21:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,5.579533
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T22:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,4.582083
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-01T23:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,3.84884
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T01:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,27.87158
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T02:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,56.11947
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T03:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,63.68933
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T04:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,40.78714
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T05:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,26.87398
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T06:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,23.73938
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T07:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,23.6902
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T08:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,23.17902
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T09:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,27.37658
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T10:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,37.73607
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T11:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,22.46244
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T12:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,13.50965
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T13:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,8.450732
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T14:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,7.76249
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T15:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,6.619555
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T16:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,6.671953
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T18:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,6.916041
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T20:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,4.823766
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T21:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,4.45
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T22:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,3.529442
2975,27740,Vartiokylä Huivipolku-2975,2026-01-01T23:00:00+02:00,60.223929999968256,25.102440000281156,pm25,µg/m³,2.385391
2975,6403,Vartiokylä Huivipolku-2975,2026-01-01T01:00:00+02:00,60.223929999968256,25.102440000281156,o3,µg/m³,32.99388
2975,6403,Vartiokylä Huivipolku-2975,2026-01-01T02:00:00+02:00,60.223929999968256,25.102440000281156,o3,µg/m³,27.41505
2975,6403,Vartiokylä Huivipolku-2975,2026-01-01T03:00:00+02:00,60.223929999968256,25.102440000281156,o3,µg/m³,26.62009
2975,6403,Vartiokylä Huivipolku-2975,2026-01-01T04:00:00+02:00,60.223929999968256,25.102440000281156,o3,µg/m³,25.18706
2975,6403,Vartiokylä Huivipolku-2975,2026-01-01T05:00:00+02:00,60.223929999968256,25.102440000281156,o3,µg/m³,26.15217
2975,6403,Vartiokylä Huivipolku-2975,2026-01-01T06:00:00+02:00,60.223929999968256,25.102440000281156,o3,µg/m³,19.24334
