location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T01:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,13.22485
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T02:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,7.379185
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T03:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,6.446103
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T04:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,6.113365
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T05:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,5.385955
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T06:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,5.48774
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T07:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,5.919643
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T08:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,5.950024
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T09:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,6.518262
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T10:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,6.881707
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T11:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,7.280163
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T12:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,8.253555
2975,2002989,Vartiokylä Huivipolku-2975,2026-01-25T13:00:00+02:00,60.223929999968256,25.102440000281156,pm10,µg/m³,9.249748
